x	y	z	Pressure
-11.520000000001886	-9.600000000001927	20	35.74438491208935
-11.520000000001886	-9.520000000001929	20	31.04982559353981
-11.520000000001886	-9.44000000000193	20	26.290119689895892
-11.520000000001886	-9.360000000001932	20	21.697416353552985
-11.520000000001886	-9.280000000001934	20	17.454424882119927
-11.520000000001886	-9.200000000001936	20	13.686270696437713
-11.520000000001886	-9.120000000001937	20	10.460363311133907
-11.440000000001888	-10.960000000001898	20	12.51331392401493
-11.440000000001888	-10.8800000000019	20	16.79688061345921
-11.440000000001888	-10.800000000001901	20	21.976928343123873
-11.440000000001888	-10.720000000001903	20	28.027696763670026
-11.440000000001888	-10.640000000001905	20	34.840942065996295
-11.440000000001888	-10.560000000001907	20	42.21574228467546
-11.440000000001888	-10.480000000001908	20	49.8587093061575
-11.440000000001888	-10.40000000000191	20	57.397066250583016
-11.440000000001888	-10.320000000001912	20	64.40512375786005
-11.440000000001888	-10.240000000001913	20	70.44224761956585
-11.440000000001888	-10.160000000001915	20	75.09794473894077
-11.440000000001888	-10.080000000001917	20	78.03778959901774
-11.440000000001888	-10.000000000001918	20	79.04309352534973
-11.440000000001888	-9.92000000000192	20	78.03778959911354
-11.440000000001888	-9.840000000001922	20	75.0979447391252
-11.440000000001888	-9.760000000001924	20	70.44224761982528
-11.440000000001888	-9.680000000001925	20	64.40512375817632
-11.440000000001888	-9.600000000001927	20	57.39706625093538
-11.440000000001888	-9.520000000001929	20	49.85870930652479
-11.440000000001888	-9.44000000000193	20	42.21574228503829
-11.440000000001888	-9.360000000001932	20	34.84094206633851
-11.440000000001888	-9.280000000001934	20	28.027696763979723
-11.440000000001888	-9.200000000001936	20	21.976928343393713
-11.440000000001888	-9.120000000001937	20	16.79688061368606
-11.440000000001888	-9.040000000001939	20	12.513313924199302
-11.36000000000189	-11.120000000001895	20	10.066299800578351
-11.36000000000189	-11.040000000001896	20	14.22204451403003
-11.36000000000189	-10.960000000001898	20	19.5855723659044
-11.36000000000189	-10.8800000000019	20	26.29011968963766
-11.36000000000189	-10.800000000001901	20	34.39782003858199
-11.36000000000189	-10.720000000001903	20	43.868353862759555
-11.36000000000189	-10.640000000001905	20	54.53230025822847
-11.36000000000189	-10.560000000001907	20	66.07518044521284
-11.36000000000189	-10.480000000001908	20	78.0377895988261
-11.36000000000189	-10.40000000000191	20	89.83666528847972
-11.36000000000189	-10.320000000001912	20	100.80552759679095
-11.36000000000189	-10.240000000001913	20	110.25470524816001
-11.36000000000189	-10.160000000001915	20	117.54170319282545
-11.36000000000189	-10.080000000001917	20	122.14308573634723
-11.36000000000189	-10.000000000001918	20	123.71656602449984
-11.36000000000189	-9.92000000000192	20	122.14308573649717
-11.36000000000189	-9.840000000001922	20	117.5417031931141
-11.36000000000189	-9.760000000001924	20	110.25470524856615
-11.36000000000189	-9.680000000001925	20	100.80552759728607
-11.36000000000189	-9.600000000001927	20	89.83666528903123
-11.36000000000189	-9.520000000001929	20	78.03778959940104
-11.36000000000189	-9.44000000000193	20	66.07518044578075
-11.36000000000189	-9.360000000001932	20	54.532300258764096
-11.36000000000189	-9.280000000001934	20	43.868353863244295
-11.36000000000189	-9.200000000001936	20	34.39782003900433
-11.36000000000189	-9.120000000001937	20	26.29011968999273
-11.36000000000189	-9.040000000001939	20	19.585572366192974
-11.36000000000189	-8.96000000000194	20	14.222044514257046
-11.36000000000189	-8.880000000001942	20	10.066299800751377
-11.280000000001891	-11.200000000001893	20	10.595116542220964
-11.280000000001891	-11.120000000001895	20	15.35733471337109
-11.280000000001891	-11.040000000001896	20	21.697416353313233
-11.280000000001891	-10.960000000001898	20	29.880114474522635
-11.280000000001891	-10.8800000000019	20	40.10869691216194
-11.280000000001891	-10.800000000001901	20	52.477955774023
-11.280000000001891	-10.720000000001903	20	66.92637880269544
-11.280000000001891	-10.640000000001905	20	83.19549430740689
-11.280000000001891	-10.560000000001907	20	100.80552759666722
-11.280000000001891	-10.480000000001908	20	119.05590722540833
-11.280000000001891	-10.40000000000191	20	137.05649202788527
-11.280000000001891	-10.320000000001912	20	153.79079293594464
-11.280000000001891	-10.240000000001913	20	168.2066345890854
-11.280000000001891	-10.160000000001915	20	179.32381455678768
-11.280000000001891	-10.080000000001917	20	186.3437695814797
-11.280000000001891	-10.000000000001918	20	188.74430045466738
-11.280000000001891	-9.92000000000192	20	186.34376958170844
-11.280000000001891	-9.840000000001922	20	179.32381455722805
-11.280000000001891	-9.760000000001924	20	168.20663458970503
-11.280000000001891	-9.680000000001925	20	153.79079293669992
-11.280000000001891	-9.600000000001927	20	137.05649202872667
-11.280000000001891	-9.520000000001929	20	119.05590722628537
-11.280000000001891	-9.44000000000193	20	100.80552759753364
-11.280000000001891	-9.360000000001932	20	83.19549430822407
-11.280000000001891	-9.280000000001934	20	66.92637880343503
-11.280000000001891	-9.200000000001936	20	52.47795577466734
-11.280000000001891	-9.120000000001937	20	40.10869691270367
-11.280000000001891	-9.040000000001939	20	29.88011447496286
-11.280000000001891	-8.96000000000194	20	21.697416353659552
-11.280000000001891	-8.880000000001942	20	15.357334713635078
-11.280000000001891	-8.800000000001944	20	10.595116542416099
-11.200000000001893	-11.280000000001891	20	10.595116542220964
-11.200000000001893	-11.200000000001893	20	15.755557991935895
-11.200000000001893	-11.120000000001895	20	22.83725494796378
-11.200000000001893	-11.040000000001896	20	32.2653271691285
-11.200000000001893	-10.960000000001898	20	44.433477870016794
-11.200000000001893	-10.8800000000019	20	59.64397821036902
-11.200000000001893	-10.800000000001901	20	78.03778959873031
-11.200000000001893	-10.720000000001903	20	99.52343971056494
-11.200000000001893	-10.640000000001905	20	123.7165660240441
-11.200000000001893	-10.560000000001907	20	149.9037155115666
-11.200000000001893	-10.480000000001908	20	177.0430974588652
-11.200000000001893	-10.40000000000191	20	203.8110198893564
-11.200000000001893	-10.320000000001912	20	228.69590410566218
-11.200000000001893	-10.240000000001913	20	250.13310380644182
-11.200000000001893	-10.160000000001915	20	266.6650006468331
-11.200000000001893	-10.080000000001917	20	277.10408435597117
-11.200000000001893	-10.000000000001918	20	280.67381416811844
-11.200000000001893	-9.92000000000192	20	277.10408435631126
-11.200000000001893	-9.840000000001922	20	266.665000647488
-11.200000000001893	-9.760000000001924	20	250.13310380736326
-11.200000000001893	-9.680000000001925	20	228.69590410678538
-11.200000000001893	-9.600000000001927	20	203.81101989060764
-11.200000000001893	-9.520000000001929	20	177.04309746016938
-11.200000000001893	-9.44000000000193	20	149.903715512855
-11.200000000001893	-9.360000000001932	20	123.71656602525934
-11.200000000001893	-9.280000000001934	20	99.52343971166471
-11.200000000001893	-9.200000000001936	20	78.03778959968848
-11.200000000001893	-9.120000000001937	20	59.64397821117455
-11.200000000001893	-9.040000000001939	20	44.43347787067148
-11.200000000001893	-8.96000000000194	20	32.2653271696435
-11.200000000001893	-8.880000000001942	20	22.837254948356325
-11.200000000001893	-8.800000000001944	20	15.755557992226068
-11.200000000001893	-8.720000000001946	20	10.595116542429103
-11.120000000001895	-11.36000000000189	20	10.066299800578351
-11.120000000001895	-11.280000000001891	20	15.35733471337109
-11.120000000001895	-11.200000000001893	20	22.83725494796378
-11.120000000001895	-11.120000000001895	20	33.101983047838324
-11.120000000001895	-11.040000000001896	20	46.76771859923902
-11.120000000001895	-10.960000000001898	20	64.40512375770187
-11.120000000001895	-10.8800000000019	20	86.45233238950689
-11.120000000001895	-10.800000000001901	20	113.1136642417818
-11.120000000001895	-10.720000000001903	20	144.25653265544597
-11.120000000001895	-10.640000000001905	20	179.32381455634723
-11.120000000001895	-10.560000000001907	20	217.2813790877389
-11.120000000001895	-10.480000000001908	20	256.61917880120166
-11.120000000001895	-10.40000000000191	20	295.41855799712283
-11.120000000001895	-10.320000000001912	20	331.4885242585023
-11.120000000001895	-10.240000000001913	20	362.5611651124594
-11.120000000001895	-10.160000000001915	20	386.52370221274424
-11.120000000001895	-10.080000000001917	20	401.654871556968
-11.120000000001895	-10.000000000001918	20	406.82909831917334
-11.120000000001895	-9.92000000000192	20	401.65487155746104
-11.120000000001895	-9.840000000001922	20	386.52370221369347
-11.120000000001895	-9.760000000001924	20	362.5611651137949
-11.120000000001895	-9.680000000001925	20	331.4885242601304
-11.120000000001895	-9.600000000001927	20	295.4185579989365
-11.120000000001895	-9.520000000001929	20	256.61917880309215
-11.120000000001895	-9.44000000000193	20	217.28137908960633
-11.120000000001895	-9.360000000001932	20	179.32381455810872
-11.120000000001895	-9.280000000001934	20	144.25653265704003
-11.120000000001895	-9.200000000001936	20	113.11366424317063
-11.120000000001895	-9.120000000001937	20	86.45233239067448
-11.120000000001895	-9.040000000001939	20	64.40512375865082
-11.120000000001895	-8.96000000000194	20	46.76771859998554
-11.120000000001895	-8.880000000001942	20	33.10198304840731
-11.120000000001895	-8.800000000001944	20	22.83725494838438
-11.120000000001895	-8.720000000001946	20	15.35733471367278
-11.120000000001895	-8.640000000001947	20	10.066299800788464
-11.040000000001896	-11.36000000000189	20	14.22204451403003
-11.040000000001896	-11.280000000001891	20	21.697416353313233
-11.040000000001896	-11.200000000001893	20	32.2653271691285
-11.040000000001896	-11.120000000001895	20	46.76771859923902
-11.040000000001896	-11.040000000001896	20	66.07518044513174
-11.040000000001896	-10.960000000001898	20	90.99396552455389
-11.040000000001896	-10.8800000000019	20	122.1430857358973
-11.040000000001896	-10.800000000001901	20	159.81121165288977
-11.040000000001896	-10.720000000001903	20	203.8110198891062
-11.040000000001896	-10.640000000001905	20	253.35538614690472
-11.040000000001896	-10.560000000001907	20	306.983251708648
-11.040000000001896	-10.480000000001908	20	362.5611651120143
-11.040000000001896	-10.40000000000191	20	417.3783778885917
-11.040000000001896	-10.320000000001912	20	468.3393740790117
-11.040000000001896	-10.240000000001913	20	512.2399621946226
-11.040000000001896	-10.160000000001915	20	546.0951300379016
-11.040000000001896	-10.080000000001917	20	567.4730115063747
-11.040000000001896	-10.000000000001918	20	574.783352425641
-11.040000000001896	-9.92000000000192	20	567.4730115070713
-11.040000000001896	-9.840000000001922	20	546.0951300392427
-11.040000000001896	-9.760000000001924	20	512.2399621965095
-11.040000000001896	-9.680000000001925	20	468.3393740813118
-11.040000000001896	-9.600000000001927	20	417.37837789115395
-11.040000000001896	-9.520000000001929	20	362.5611651146852
-11.040000000001896	-9.44000000000193	20	306.9832517112866
-11.040000000001896	-9.360000000001932	20	253.3553861493934
-11.040000000001896	-9.280000000001934	20	203.8110198913584
-11.040000000001896	-9.200000000001936	20	159.81121165485197
-11.040000000001896	-9.120000000001937	20	122.14308573754697
-11.040000000001896	-9.040000000001939	20	90.9939655258945
-11.040000000001896	-8.96000000000194	20	66.0751804461864
-11.040000000001896	-8.880000000001942	20	46.76771860004295
-11.040000000001896	-8.800000000001944	20	32.26532716972273
-11.040000000001896	-8.720000000001946	20	21.697416353739474
-11.040000000001896	-8.640000000001947	20	14.222044514326898
-10.960000000001898	-11.440000000001888	20	12.51331392401493
-10.960000000001898	-11.36000000000189	20	19.5855723659044
-10.960000000001898	-11.280000000001891	20	29.880114474522635
-10.960000000001898	-11.200000000001893	20	44.433477870016794
-10.960000000001898	-11.120000000001895	20	64.40512375770187
-10.960000000001898	-11.040000000001896	20	90.99396552455389
-10.960000000001898	-10.960000000001898	20	125.3103163109672
-10.960000000001898	-10.8800000000019	20	168.20663458867236
-10.960000000001898	-10.800000000001901	20	220.0804566194966
-10.960000000001898	-10.720000000001903	20	280.6738141670846
-10.960000000001898	-10.640000000001905	20	348.90273650716944
-10.960000000001898	-10.560000000001907	20	422.7551591143667
-10.960000000001898	-10.480000000001908	20	499.2930467460476
-10.960000000001898	-10.40000000000191	20	574.7833524242295
-10.960000000001898	-10.320000000001912	20	644.9631551763181
-10.960000000001898	-10.240000000001913	20	705.4198739410393
-10.960000000001898	-10.160000000001915	20	752.0427655443008
-10.960000000001898	-10.080000000001917	20	781.4828396572356
-10.960000000001898	-10.000000000001918	20	791.5501131039248
-10.960000000001898	-9.92000000000192	20	781.4828396581952
-10.960000000001898	-9.840000000001922	20	752.0427655461476
-10.960000000001898	-9.760000000001924	20	705.4198739436378
-10.960000000001898	-9.680000000001925	20	644.9631551794859
-10.960000000001898	-9.600000000001927	20	574.7833524277581
-10.960000000001898	-9.520000000001929	20	499.2930467497259
-10.960000000001898	-9.44000000000193	20	422.75515911800005
-10.960000000001898	-9.360000000001932	20	348.9027365105967
-10.960000000001898	-9.280000000001934	20	280.6738141701861
-10.960000000001898	-9.200000000001936	20	220.08045662219877
-10.960000000001898	-9.120000000001937	20	168.20663459094416
-10.960000000001898	-9.040000000001939	20	125.31031631281353
-10.960000000001898	-8.96000000000194	20	90.99396552600619
-10.960000000001898	-8.880000000001942	20	64.40512375880898
-10.960000000001898	-8.800000000001944	20	44.43347787083514
-10.960000000001898	-8.720000000001946	20	29.880114475109625
-10.960000000001898	-8.640000000001947	20	19.585572366313215
-10.960000000001898	-8.56000000000195	20	12.513313924291491
-10.8800000000019	-11.520000000001886	20	10.460363310992625
-10.8800000000019	-11.440000000001888	20	16.79688061345921
-10.8800000000019	-11.36000000000189	20	26.29011968963766
-10.8800000000019	-11.280000000001891	20	40.10869691216194
-10.8800000000019	-11.200000000001893	20	59.64397821036902
-10.8800000000019	-11.120000000001895	20	86.45233238950689
-10.8800000000019	-11.040000000001896	20	122.1430857358973
-10.8800000000019	-10.960000000001898	20	168.20663458867236
-10.8800000000019	-10.8800000000019	20	225.7872516212848
-10.8800000000019	-10.800000000001901	20	295.4185579967602
-10.8800000000019	-10.720000000001903	20	376.7542776051535
-10.8800000000019	-10.640000000001905	20	468.33937407843666
-10.8800000000019	-10.560000000001907	20	567.4730115049811
-10.8800000000019	-10.480000000001908	20	670.2114042890419
-10.8800000000019	-10.40000000000191	20	771.5436061062181
-10.8800000000019	-10.320000000001912	20	865.7474097877229
-10.8800000000019	-10.240000000001913	20	946.8997163260922
-10.8800000000019	-10.160000000001915	20	1009.4825899652895
-10.8800000000019	-10.080000000001917	20	1049.0006115804374
-10.8800000000019	-10.000000000001918	20	1062.5141213680051
-10.8800000000019	-9.92000000000192	20	1049.0006115817255
-10.8800000000019	-9.840000000001922	20	1009.4825899677681
-10.8800000000019	-9.760000000001924	20	946.89971632958
-10.8800000000019	-9.680000000001925	20	865.7474097919751
-10.8800000000019	-9.600000000001927	20	771.5436061109547
-10.8800000000019	-9.520000000001929	20	670.2114042939791
-10.8800000000019	-9.44000000000193	20	567.4730115098586
-10.8800000000019	-9.360000000001932	20	468.33937408303706
-10.8800000000019	-9.280000000001934	20	376.7542776093168
-10.8800000000019	-9.200000000001936	20	295.41855800038746
-10.8800000000019	-9.120000000001937	20	225.78725162433432
-10.8800000000019	-9.040000000001939	20	168.20663459115062
-10.8800000000019	-8.96000000000194	20	122.14308573784687
-10.8800000000019	-8.880000000001942	20	86.45233239099292
-10.8800000000019	-8.800000000001944	20	59.643978211467505
-10.8800000000019	-8.720000000001946	20	40.10869691294987
-10.8800000000019	-8.640000000001947	20	26.290119690186394
-10.8800000000019	-8.56000000000195	20	16.796880613830428
-10.8800000000019	-8.48000000000195	20	10.460363311236653
-10.800000000001901	-11.520000000001886	20	13.686270696269672
-10.800000000001901	-11.440000000001888	20	21.976928343123873
-10.800000000001901	-11.36000000000189	20	34.39782003858199
-10.800000000001901	-11.280000000001891	20	52.477955774023
-10.800000000001901	-11.200000000001893	20	78.03778959873031
-10.800000000001901	-11.120000000001895	20	113.1136642417818
-10.800000000001901	-11.040000000001896	20	159.81121165288977
-10.800000000001901	-10.960000000001898	20	220.0804566194966
-10.800000000001901	-10.8800000000019	20	295.4185579967602
-10.800000000001901	-10.800000000001901	20	386.5237022117951
-10.800000000001901	-10.720000000001903	20	492.9428238752399
-10.800000000001901	-10.640000000001905	20	612.7721629537488
-10.800000000001901	-10.560000000001907	20	742.4779634683186
-10.800000000001901	-10.480000000001908	20	876.9002022317353
-10.800000000001901	-10.40000000000191	20	1009.48258996405
-10.800000000001901	-10.320000000001912	20	1132.738228365101
-10.800000000001901	-10.240000000001913	20	1238.9173735716145
-10.800000000001901	-10.160000000001915	20	1320.8003946590732
-10.800000000001901	-10.080000000001917	20	1372.5055147515634
-10.800000000001901	-10.000000000001918	20	1390.186502257512
-10.800000000001901	-9.92000000000192	20	1372.5055147532487
-10.800000000001901	-9.840000000001922	20	1320.8003946623169
-10.800000000001901	-9.760000000001924	20	1238.9173735761776
-10.800000000001901	-9.680000000001925	20	1132.738228370664
-10.800000000001901	-9.600000000001927	20	1009.4825899702473
-10.800000000001901	-9.520000000001929	20	876.9002022381954
-10.800000000001901	-9.44000000000193	20	742.4779634747002
-10.800000000001901	-9.360000000001932	20	612.7721629597677
-10.800000000001901	-9.280000000001934	20	492.94282388068734
-10.800000000001901	-9.200000000001936	20	386.523702216541
-10.800000000001901	-9.120000000001937	20	295.41855800075007
-10.800000000001901	-9.040000000001939	20	220.08045662273923
-10.800000000001901	-8.96000000000194	20	159.81121165544062
-10.800000000001901	-8.880000000001942	20	113.1136642437262
-10.800000000001901	-8.800000000001944	20	78.03778960016756
-10.800000000001901	-8.720000000001946	20	52.47795577505393
-10.800000000001901	-8.640000000001947	20	34.39782003929997
-10.800000000001901	-8.56000000000195	20	21.97692834360958
-10.800000000001901	-8.48000000000195	20	13.686270696588958
-10.720000000001903	-11.600000000001884	20	10.595116542233978
-10.720000000001903	-11.520000000001886	20	17.454424881927043
-10.720000000001903	-11.440000000001888	20	28.027696763670026
-10.720000000001903	-11.36000000000189	20	43.868353862759555
-10.720000000001903	-11.280000000001891	20	66.92637880269544
-10.720000000001903	-11.200000000001893	20	99.52343971056494
-10.720000000001903	-11.120000000001895	20	144.25653265544597
-10.720000000001903	-11.040000000001896	20	203.8110198891062
-10.720000000001903	-10.960000000001898	20	280.6738141670846
-10.720000000001903	-10.8800000000019	20	376.7542776051535
-10.720000000001903	-10.800000000001901	20	492.9428238752399
-10.720000000001903	-10.720000000001903	20	628.6616479652482
-10.720000000001903	-10.640000000001905	20	781.4828396553165
-10.720000000001903	-10.560000000001907	20	946.8997163249297
-10.720000000001903	-10.480000000001908	20	1118.331578300012
-10.720000000001903	-10.40000000000191	20	1287.4170347180966
-10.720000000001903	-10.320000000001912	20	1444.6078670119132
-10.720000000001903	-10.240000000001913	20	1580.0206434477507
-10.720000000001903	-10.160000000001915	20	1684.447997866939
-10.720000000001903	-10.080000000001917	20	1750.3887610370964
-10.720000000001903	-10.000000000001918	20	1772.9377427947777
-10.720000000001903	-9.92000000000192	20	1750.3887610392458
-10.720000000001903	-9.840000000001922	20	1684.4479978710751
-10.720000000001903	-9.760000000001924	20	1580.02064345357
-10.720000000001903	-9.680000000001925	20	1444.6078670190082
-10.720000000001903	-9.600000000001927	20	1287.4170347260003
-10.720000000001903	-9.520000000001929	20	1118.3315783082508
-10.720000000001903	-9.44000000000193	20	946.8997163330679
-10.720000000001903	-9.360000000001932	20	781.4828396629929
-10.720000000001903	-9.280000000001934	20	628.661647972195
-10.720000000001903	-9.200000000001936	20	492.9428238812924
-10.720000000001903	-9.120000000001937	20	376.754277610242
-10.720000000001903	-9.040000000001939	20	280.67381417122004
-10.720000000001903	-8.96000000000194	20	203.81101989235933
-10.720000000001903	-8.880000000001942	20	144.25653265792565
-10.720000000001903	-8.800000000001944	20	99.52343971239789
-10.720000000001903	-8.720000000001946	20	66.92637880401018
-10.720000000001903	-8.640000000001947	20	43.868353863675225
-10.720000000001903	-8.56000000000195	20	28.027696764289423
-10.720000000001903	-8.48000000000195	20	17.454424882334237
-10.720000000001903	-8.400000000001953	20	10.595116542494157
-10.640000000001905	-11.600000000001884	20	13.170680585817651
-10.640000000001905	-11.520000000001886	20	21.697416353339865
-10.640000000001905	-11.440000000001888	20	34.840942065996295
-10.640000000001905	-11.36000000000189	20	54.53230025822847
-10.640000000001905	-11.280000000001891	20	83.19549430740689
-10.640000000001905	-11.200000000001893	20	123.7165660240441
-10.640000000001905	-11.120000000001895	20	179.32381455634723
-10.640000000001905	-11.040000000001896	20	253.35538614690472
-10.640000000001905	-10.960000000001898	20	348.90273650716944
-10.640000000001905	-10.8800000000019	20	468.33937407843666
-10.640000000001905	-10.800000000001901	20	612.7721629537488
-10.640000000001905	-10.720000000001903	20	781.4828396553165
-10.640000000001905	-10.640000000001905	20	971.4532939179666
-10.640000000001905	-10.560000000001907	20	1177.0813148495508
-10.640000000001905	-10.480000000001908	20	1390.1865022540983
-10.640000000001905	-10.40000000000191	20	1600.3748970030083
-10.640000000001905	-10.320000000001912	20	1795.777206633872
-10.640000000001905	-10.240000000001913	20	1964.107438638956
-10.640000000001905	-10.160000000001915	20	2093.9200106852004
-10.640000000001905	-10.080000000001917	20	2175.8902963198384
-10.640000000001905	-10.000000000001918	20	2203.9207040158753
-10.640000000001905	-9.92000000000192	20	2175.8902963225105
-10.640000000001905	-9.840000000001922	20	2093.920010690342
-10.640000000001905	-9.760000000001924	20	1964.1074386461908
-10.640000000001905	-9.680000000001925	20	1795.7772066426921
-10.640000000001905	-9.600000000001927	20	1600.3748970128331
-10.640000000001905	-9.520000000001929	20	1390.1865022643394
-10.640000000001905	-9.44000000000193	20	1177.0813148596678
-10.640000000001905	-9.360000000001932	20	971.4532939275086
-10.640000000001905	-9.280000000001934	20	781.4828396639522
-10.640000000001905	-9.200000000001936	20	612.7721629612724
-10.640000000001905	-9.120000000001937	20	468.33937408476214
-10.640000000001905	-9.040000000001939	20	348.9027365123102
-10.640000000001905	-8.96000000000194	20	253.35538615094865
-10.640000000001905	-8.880000000001942	20	179.32381455942974
-10.640000000001905	-8.800000000001944	20	123.71656602632261
-10.640000000001905	-8.720000000001946	20	83.19549430904125
-10.640000000001905	-8.640000000001947	20	54.53230025936672
-10.640000000001905	-8.56000000000195	20	34.840942066766296
-10.640000000001905	-8.48000000000195	20	21.69741635384604
-10.640000000001905	-8.400000000001953	20	13.170680586141076
-10.560000000001907	-11.600000000001884	20	15.958525354206925
-10.560000000001907	-11.520000000001886	20	26.290119689669933
-10.560000000001907	-11.440000000001888	20	42.21574228467546
-10.560000000001907	-11.36000000000189	20	66.07518044521284
-10.560000000001907	-11.280000000001891	20	100.80552759666722
-10.560000000001907	-11.200000000001893	20	149.9037155115666
-10.560000000001907	-11.120000000001895	20	217.2813790877389
-10.560000000001907	-11.040000000001896	20	306.983251708648
-10.560000000001907	-10.960000000001898	20	422.7551591143667
-10.560000000001907	-10.8800000000019	20	567.4730115049811
-10.560000000001907	-10.800000000001901	20	742.4779634683186
-10.560000000001907	-10.720000000001903	20	946.8997163249297
-10.560000000001907	-10.640000000001905	20	1177.0813148495508
-10.560000000001907	-10.560000000001907	20	1426.234725274344
-10.560000000001907	-10.480000000001908	20	1684.4479978648703
-10.560000000001907	-10.40000000000191	20	1939.127078790459
-10.560000000001907	-10.320000000001912	20	2175.8902963171668
-10.560000000001907	-10.240000000001913	20	2379.851075551712
-10.560000000001907	-10.160000000001915	20	2537.141141831624
-10.560000000001907	-10.080000000001917	20	2636.4621202023663
-10.560000000001907	-10.000000000001918	20	2670.4257387861803
-10.560000000001907	-9.92000000000192	20	2636.4621202056032
-10.560000000001907	-9.840000000001922	20	2537.1411418378534
-10.560000000001907	-9.760000000001924	20	2379.8510755604784
-10.560000000001907	-9.680000000001925	20	2175.8902963278533
-10.560000000001907	-9.600000000001927	20	1939.1270788023633
-10.560000000001907	-9.520000000001929	20	1684.4479978772795
-10.560000000001907	-9.44000000000193	20	1426.2347252866018
-10.560000000001907	-9.360000000001932	20	1177.0813148611128
-10.560000000001907	-9.280000000001934	20	946.8997163353931
-10.560000000001907	-9.200000000001936	20	742.4779634774349
-10.560000000001907	-9.120000000001937	20	567.4730115126454
-10.560000000001907	-9.040000000001939	20	422.75515912059535
-10.560000000001907	-8.96000000000194	20	306.98325171354793
-10.560000000001907	-8.880000000001942	20	217.28137909147384
-10.560000000001907	-8.800000000001944	20	149.90371551432742
-10.560000000001907	-8.720000000001946	20	100.80552759864753
-10.560000000001907	-8.640000000001947	20	66.07518044659203
-10.560000000001907	-8.56000000000195	20	42.21574228560844
-10.560000000001907	-8.48000000000195	20	26.29011969028325
-10.560000000001907	-8.400000000001953	20	15.958525354598807
-10.480000000001908	-11.680000000001883	20	11.151713814153482
-10.480000000001908	-11.600000000001884	20	18.84774336608503
-10.480000000001908	-11.520000000001886	20	31.049825593311084
-10.480000000001908	-11.440000000001888	20	49.8587093061575
-10.480000000001908	-11.36000000000189	20	78.0377895988261
-10.480000000001908	-11.280000000001891	20	119.05590722540833
-10.480000000001908	-11.200000000001893	20	177.0430974588652
-10.480000000001908	-11.120000000001895	20	256.61917880120166
-10.480000000001908	-11.040000000001896	20	362.5611651120143
-10.480000000001908	-10.960000000001898	20	499.2930467460476
-10.480000000001908	-10.8800000000019	20	670.2114042890419
-10.480000000001908	-10.800000000001901	20	876.9002022317353
-10.480000000001908	-10.720000000001903	20	1118.331578300012
